cliente_id,nombre,genero,edad,departamento,municipio,fecha_registro,segmento_cliente
9892,Gabriela García,F,75,Alta Verapaz,Tactic,2021/12/23,Frecuente
9893,Fernanda Morales,M,26,Escuintla,Escuintla,05-19-2023,Inactivo
9894,Andrea Ramírez,M,50,Guatemal,Mixco,07-24-2022,Frecuente
9895,Miguel Cruz,M,18,Alta Verapaz,Cobán,2022.06.08,Inactivo
9896,Luis Hernández,M,61,Izabal,Puerto Barrios,2025/03/07,Inactivo
9897,Carlos Cruz,F,36,Escuintla,Santa Lucía Cotzumalguapa,2023.02.11,Frecuente
9898,Miguel Pérez,F,47,Izabal,Livingston,2024/08/02,Corporativo
9899,Diego Méndez,F,57,Guatemala,VILLA NUEVA,18/09/2021,Nuevo
9900,Carlos Morales,M,59,Izabal,Puerto Barrios,2026/05/21,Premium
9901,Rosa Ramírez,M,70,Chimaltenango,El Tejar,09-23-2023,Frecuente
9902,José Santos,F,38,Peté,San Benito,2023-10-07,Frecuente
9903,Pedro Santos,M,52,Guatemala,Guatemala,2025.04.24,Frecuente
9904,José Gómez,M,55,Petén,San Benito,08-10-2022,Premium
9905,Sofía Cruz,M,54,Escuintla,Santa Lucía Cotzumalguapa,02-09-2025,Corporativo
9906,Gabriela Santos,F,66,Alta Verapaz,San Pedro Carchá,2026/06/26,Frecuente
9907,Andrea Castillo,M,54,Quetzaltenango,Salcajá,16/05/2021,Frecuente
9908,Sofía Díaz,F,39,Izabal,Puerto Barrios,03-22-2023,Nuevo
9909,Lucía Pérez,M,41,Izabal,Puerto Barrios,03-19-2024,Corporativo
9910,Lucía Díaz,F,72,Petén,Flores,2024/12/16,inactivo
9911,Andrea Díaz,M,61,Petén,Sayaxché,2025.04.03,Corporativo
9912,Miguel Pérez,F,53,Petén,San Benito,27/06/2024,Nuevo
9913,Diego Pérez,F,20,Petén,san benito,2023/10/10,Frecuente
9914,Diego Cruz,M,22,Guatemala,Mixco,2025.01.09,Frecuente
9915,José Ramírez,F,42,Sacatepéquez,San Lucas Sacatepéquez,2022/08/09,Frecuente
9916,Luis Díaz,F,40,Izabal,Livingston,2021/05/10,Frecuente
9917,Luis Ramírez,M,61,Guatemala,Santa Catarina Pinula,2022-02-07,Premium
9918,Fernanda Santos,M,59,Guatemala,Mixco,01-03-2026,Inactivo
9919,Pedro García,M,39,Izabal,Livingston,2025/01/08,Inactivo
9920,Juan Morales,M,29,Alta Verapaz,Tactic,2021-08-13,Inactivo
9921,Sofía Santos,F,30,Petén,San Benito,2026.04.20,Corporativo
9922,Miguel Cruz,,71,Quetzaltenango,Quetzaltenango,2025/02/12,Premium
9923,María Morales,F,31,Guatemala,Mixco,29/05/2022,Corporativo
9924,José Hernández,F,36,Quetzaltenango,Salcajá,2025.09.28,Corporativo
9925,Miguel López,F,49,Quetzaltenango,Salcajá,03-01-2021,Frecuente
9926,Andrea Hernández,M,38,Guatemala,San Miguel Petapa,05-07-2024,Inactivo
9927,Carlos Gómez,M,130,Escuintla,Escuintla,09-28-2021,CORPORATIVO
9928,José Méndez,M,18,Guatemala,Santa Catarina Pinula,2024/05/17,Corporativo
9929,Pedro Díaz,F,67,Sacatepéquez,Ciudad Vieja,2026.05.10,Inactivo
9930,Rosa García,M,66,Izabal,Morales,2023.06.01,Frecuente
9931,Ana Díaz,M,35,Escuintla,Santa Lucía Cotzumalguapa,2021.12.19,Premium
9932,Sofía Pérez,F,58,Izabal,Puerto Barrios,12-15-2025,Inactivo
9933,Gabriela Díaz,F,71,Sacatepéquez,Jocotenango,2022.02.19,Premium
9934,Sofía Castillo,F,30,Guatemala,San Miguel Petapa,08-08-2025,frecuente
9935,Ana Gómez,M,65,Alta Verapaz,Cobán,2024-06-14,Frecuente
9936,Pedro Méndez,M,46,Guatemala,Villa Nueva,27/02/2022,Premium
9937,José Gómez,M,28,Izabal,Morales,03-30-2022,Nuevo
9938,Luis Gómez,F,58,Quetzaltenango,Quetzaltenango,2024.03.30,Frecuente
9939,Juan Pérez,M,24,Quetzaltenango,Coatepeque,05-21-2024,Inactivo
9940,Miguel Cruz,F,34,Sacatepéquez,Antigua Guatemala,2023.06.21,INACTIVO
9941,Ana Morales,F,72,Sacatepéquez,Ciudad Vieja,2023.05.26,Frecuente
9942,Sofía Santos,F,28,Guatemala,San Miguel Petapa,05-26-2024,Nuevo
9943,María Gómez,M,57,Sacatepéquez,San Lucas Sacatepéquez,2024.09.11,Nuevo
9944,Fernanda Méndez,M,62,Petén,Sayaxché,07/02/2021,Corporativo
9945,Lucía Santos,F,39,Izabal,Morales,05-19-2026,Inactivo
9946,Gabriela Morales,M,30,Izabal,Morales,2023-02-23,Frecuente
9947,Fernanda Ramírez,M,18,Sacatepéquez,Jocotenango,2023.05.08,Premium
9948,Sofía Hernández,M,42,Alta Verapaz,Tactic,2025.01.04,Corporativo
9949,Rosa López,M,28,Petén,Sayaxché,2024-05-10,Premium
9950,Lucía Castillo,M,treinta,Guatemala,Santa Catarina Pinula,2024.04.19,Nuevo
9951,Andrea Gómez,F,35,Sacatepéquez,Jocotenango,2021/01/03,Corporativo
9952,José  Morales,M,26,Chimaltenango,El Tejar,2021.07.23,Inactivo
9953,Lucía Morales,M,67,Guatemala,San Miguel Petapa,2023.10.22,Frecuente
9954,Carlos Ramírez,M,57,Izabal,Morales,27/07/2023,Nuevo
9955,Miguel Ramírez,M,58,Quetzaltenango,Quetzaltenango,05-31-2023,Corporativo
9956,Ana García,M,64,Escuintla,Escuintla,08/03/2022,Corporativo
9957,Andrea García,M,66,Chimaltenango,El Tejar,03/11/2023,Corporativo
9958,Rosa Hernández,F,36,Petén,Sayaxché,2022/11/05,Nuevo
9959,Juan Pérez,F,56,Petén,San  Benito,2023/05/28,Frecuente
9960,Carlos Castillo,M,20,Escuintla,Palín,2022.12.19,Frecuente
9961,Miguel Castillo,M,62,Alta Verapaz,San Pedro Carchá,12-15-2022,Nuevo
9962,Gabriela Morales,M,49,Sacatepéquez,Ciudad Vieja,2022/03/26,Corporativo
9963,Rosa Gómez,M,41,Petén,San Benito,18/12/2022,Premium
9964,Gabriela Méndez,M,68,Izabal,Livingston,2025.02.19,Nuevo
9965,Luis Morales,F,73,Petén,San Benito,03/10/2022,Premium
9966,Rosa López,F,70,Guatemala,Villa Nueva,12-18-2024,Inactivo
9967,Miguel Morales,F,19,Sacatepéquez,Antigua Guatemala,06-26-2022,Premium
9968,Rosa Morales,M,59,Izabal,Puerto Barrios,05-23-2022,Premium
9969,Sofía Gómez,F,32,Quetzaltenango,Quetzaltenango,02-06-2026,Frecuente
9970,Juan Díaz,F,72,Quetzaltenango,Coatepeque,21/06/2022,Frecuente
9971,Diego Díaz,F,70,Quetzaltenango,Coatepeque,14/05/2021,Corporativo
9972,Sofía Gómez,F,74,Petén,Sayaxché,08-25-2023,Premium
9973,Ana Ramírez,F,18,Petén,Sayaxché,2025-10-16,Premium
9974,José Hernández,M,20,Escuintla,Palín,25/02/2021,Premium
9975,Gabriela Cruz,M,70,Guatemala,Mixco,2024/03/07,Nuevo
9976,Pedro Gómez,M,40,Petén,Sin dato,2024.05.11,Premium
9977,Andrea Pére,F,33,Petén,Sin dato,12-31-2023,Frecuente
9978,Gabriela Gómez,F,37,Escuintla,Santa Lucía Cotzumalguapa,2021.05.21,Frecuente
9979,María Méndez,F,65,Petén,Sayaxché,09/06/2021,Frecuente
9980,Rosa Morales,F,23,Petén,Flores,05-29-2023,Corporativo
9981,Diego Día,M,37,Escuintla,Santa Lucía Cotzumalguapa,03-06-2021,Corporativo
9982,Ana López,M,69,Quetzaltenango,Coatepeque,2024.07.17,Frecuente
9983,Carlos Santos,M,47,Quetzaltenango,Salcajá,2025-04-07,Premium
9984,Lucía  Pérez,F,67,Guatemala,San Miguel Petapa,18/05/2025,Premium
9985,Luis Cruz,M,71,Sacatepéquez,Antigua Guatemala,2021.07.03,Inactivo
9986,Sofía Castillo,M,44,Petén,San Benito,2023/10/07,Nuevo
9987,Lucía Castillo,M,53,Chimaltenango,Chimaltenango,2023.04.02,Corporativo
9988,Gabriela Santos,M,50,Chimaltenango,El Tejar,2023.04.07,Nuevo
9989,María Castillo,M,34,Izabal,Livingston,11-20-2023,Inactivo
9990,Fernanda Castillo,M,73,Guatemala,Santa Catarina Pinula,2025.10.27,Inactivo
9991,Pedro Cruz,F,70,Guatemala,San Miguel Petapa,2022-10-02,Premium
9992,Miguel Cruz,M,55,Escuintla,Escuintla,2023.09.11,Inactivo
9993,Diego Cruz,M,66,Guatemala,Villa Nueva,2021/02/28,Premium
9994,Andrea Díaz,M,49,Izabal,Puerto Barrios,2026-06-29,Inactivo
9995,Pedro García,F,21,Chimaltenango,Chimaltenango,05-02-2022,Corporativo
9996,Fernanda Díaz,M,20,Quetzaltenango,Coatepeque,2021-04-05,Corporativo
9997,Juan García,M,23,Sacatepéquez,Ciudad Vieja,2021-11-10,Inactivo
9998,Miguel  Cruz,M,18,Quetzaltenango,Salcajá,09-07-2022,Nuevo
9999,Pedro Gómez,M,55,Guatemala,Santa Catarina Pinula,2022/11/29,Frecuente
10000,Carlos Díaz,F,59,Quetzaltenang,Quetzaltenango,2024-01-14,Corporativo
10001,Sofía Ramírez,F,30,Alta Verapaz,Cobán,2025.04.05,Inactivo
10002,Gabriela Gómez,F,75,Quetzaltenango,Quetzaltenango,16/07/2025,Premium
10003,Miguel Ramírez,M,34,Sacatepéquez,San Lucas Sacatepéquez,04-04-2023,Corporativo
10004,Lucía Castillo,M,31,Alta Verapaz,Tactic,04/04/2023,Nuevo
10005,Pedro Santos,M,20,Alta Verapaz,NULL,2025/02/15,Nuevo
10006,Juan López,M,43,Izabal,No Especificado,26/06/2023,Premium
10007,Ana Díaz,M,24,Guatemala,Guatemala,2024/06/23,Nuevo
10008,Fernanda Cruz,F,73,Sacatepéquez,Jocotenango,06-10-2021,Nuevo
10009,Diego Cruz,F,61,Chimaltenango,Sin dato,09-13-2021,Frecuente
10010,Luis Santos,M,55,Sacatepéquez,Jocotenango,06-13-2026,Nuevo
10011,Andrea Gómez,M,46,Sacatepéquez,Antigua Guatemala,10/02/2023,Premium
10012,Pedro Díaz,M,40,Guatemala,Villa Nueva,2022.03.26,Frecuente
10013,Ana Hernández,M,31,Escuintla,Escuintla,2024.09.28,Corporativo
10014,Pedro Ramírez,F,70,Guatemala,San Miguel Petapa,2022-07-01,Inactivo
10015,José Gómez,F,42,Guatemala,San Miguel Petapa,27/01/2026,Nuevo
10016,Fernanda Hernández,M,56,Sacatepéquez,Ciudad Vieja,2026.01.01,frecuente
10017,Lucía Méndez,F,36,Escuintla,Escuintla,2024/01/31,Nuevo
10018,Fernanda Pérez,M,32,Petén,Flores,2022.03.05,Nuevo
10019,Sofía Cruz,M,34,Sacatepéquez,Antigua Guatemala,16/06/2023,Premium
10020,Luis Gómez,F,53,Izabal,Morales,10/07/2025,Premium
10021,Juan Morales,M,30,Izabal,Puerto Barrios,2023-01-29,Nuevo
10022,Andrea Hernández,F,43,Petén,Sayaxché,12-21-2022,Premium
10023,Gabriela Gómez,F,23,Guatemala,Mixc,2023.08.29,Frecuente
10024,Juan Méndez,M,54,Guatemala,SANTA CATARINA PINULA,05/09/2023,Premium
10025,Juan Méndez,M,18,Izabal,Morales,2025.01.16,Corporativo
10026,Miguel Méndez,F,18,Chimaltenango,El Tejar,10/08/2023, Corporativo 
10027,Luis López,M,66,Izabal,Livingston,10-25-2022,Frecuente
10028,Andrea Díaz,F,43,Petén,Flores,04-08-2022,Frecuente
10029,María Castillo,F,57,Quetzaltenango,Coatepeque,2021-01-05,Premium
10030,Fernanda Santos,F,53,Guatemala,Santa Catarina Pinula,2025/04/09,Inactivo
10031,Lucía Méndez,F,38,Escuintla,Santa Lucía Cotzumalguapa,2022/04/30,Premium
10032,Luis Ramírez,M,-5,Escuintla,Santa Lucía Cotzumalguapa,2026-06-30,Frecuente
10033,María Gómez,F,27,Escuintla,SANTA LUCÍA COTZUMALGUAPA,2023-02-03,Frecuente
10034,Juan Ramírez,M,36,Escuintla,Escuintla,2022.03.16,Premium
10035,Ana Morales,M,70,Alta Verapaz,Cobán,2024-11-06,Nuevo
10036,Sofía Santos,M,66,Petén,San Benito,07/01/2022,Frecuente
10037,Ana García,M,64,Quetzaltenango,Coatepeque,11-29-2022,Inactivo
10038,Rosa Gómez,F,28,Escuintla,Escuintla,03-19-2021,Corporativo
10039,Rosa Castillo,F,58,Sacatepéquez,Ciudad Vieja,2024/06/21,Corporativo
10040,Ana Ramírez,F,70,Izabal,Morales,19/09/2024,Premium
10041,Diego López,F,61,Alta Verapaz,Cobán,12/08/2021,Inactivo
10042,María Castillo,F,71,Alta Verapaz,Tactic,2021-07-05,Premium
10043,Sofía Morales,M,49,Izabal,Morales,2024/05/10,Premium
10044,Andrea Méndez,M,48,Guatemala,Mixco,10-20-2021,Frecuente
10045,Gabriela Méndez,M,59,Petén,Flores,2023-05-04,Inactivo
10046,Diego Pérez,F,19,Chimaltenango,Tecpán Guatemala,2022-09-26,Frecuente
10047,José Santos,F,34,Chimaltenango,El Tejar,2021-08-11,Corporativo
10048,Lucía Santos,M,59,Sacatepéquez,Jocotenango,05-17-2023,Inactivo
10049,Lucía García,M,28,Sacatepéquez,Jocotenango,10-10-2023,Premium
10050,Luis Morales,M,67,Quetzaltenango,Quetzaltenango,2025-02-08,Premium
10051,José Méndez,F,34,Escuintla,Palín,2024-02-06,Corporativo
10052,Andrea Gómez,M,54,Chimaltenango,El Tejar,08-17-2023,Nuevo
10053,Juan Morales,M,50,Sacatepéquez,Antigua Guatemala,2021/02/05,Frecuente
10054,Ana Ramírez,M,56,Sacatepéquez,Ciudad Vieja,08-01-2021,Inactivo
10055,Pedro Hernández,F,25,Alta Verapaz,Cobán,2024-04-08,Inactivo
10056,Juan Méndez,M,36,Quetzaltenango,Quetzaltenango,23/06/2026,Inactivo
10057,José Morales,M,29,Sacatepéquez,Jocotenango,2022-05-10,Premium
10058,Pedro Morales,M,23,Quetzaltenango,coatepeque,09-22-2024,Nuevo
10059,Lucía Gómez,F,42,Alta Verapaz,Cobán,12-07-2021,Inactivo
10060,Luis Hernández,F,36,Escuintla,Palín,2025.10.12,Inactivo
10061,Fernanda García,F,52,Petén,Sayaxché,NULL,Frecuente
10062,Rosa García,M,75,Izabal,Morales,01/05/2026,Inactivo
10063,Diego Hernández,F,0,Escuintla,Santa Lucía Cotzumalguapa,2026.05.03,Premium
10064,Gabriela Ramírez,F,37,Guatemala,Villa Nueva,2022-02-17,Nuevo
10065,Fernanda Díaz,F,49,Izabal,Puerto Barrios,2021.12.07,Premium
10066,Miguel Castillo,F,51,Guatemala,Guatemala,2022/07/06,Corporativo
10067,María García,M,27,Chimaltenango,Tecpán Guatemala,11-18-2024,Frecuente
10068,María Pérez,F,35,Escuintla,Escuintla,2024-09-29,Frecuente
10069,José López,F,62,Guatemala,Mixco,22/04/2022, Inactivo 
10070,Juan García,M,24,Petén,Sayaxché,06-26-2021,Corporativo
10071,María Pérez,F,25,Izabal,Livingston,09-01-2022,Inactivo
10072,Ana Santos,F,69,Chimaltenango,Chimaltenango,03-09-2022,Corporativo
10073,Miguel Díaz,M,30,Sacatepéquez,San Lucas Sacatepéquez,18/04/2025,Frecuente
10074,Fernanda García,M,61,Izabal,Livingston,2026/03/19,Inactivo
10075,María Gómez,F,58,Quetzaltenango,Quetzaltenango,2024-09-30,Inactivo
10076,Lucía López,F,63,Guatemala,Mixco,06-12-2024,Inactivo
10077,Gabriela Gómez,M,61,Izabal,Livingston,2024-11-02,Corporativo
10078,Juan Hernández,F,73,Quetzaltenango,Salcajá,2021/09/26,Frecuente
10079,José Gómez,F,53,Guatemala,Santa Catarina Pinula,2021/02/21,Nuevo
10080,María Cru,F,43,Chimaltenango,Tecpán Guatemala,06-28-2021,Premium
10081,Gabriela Hernández,F,37,Sacatepéquez,San Lucas Sacatepéquez,06-25-2022,Nuevo
10082,Pedro Gómez,F,34,Sacatepéquez,Ciudad Vieja,2022.07.26,Premium
10083,Juan Gómez,M,46,Chimaltenango,El Tejar,2024/12/26,Frecuente
10084,Gabriela Hernández,M,46,Izabal,Puerto Barrios,2026-05-21,Nuevo
10085,Gabriela Gómez,M,31,Sacatepéquez,Jocotenango,27/02/2021,Inactivo
10086,Juan Díaz,M,43,Quetzaltenango,Quetzaltenango,04-26-2022,Corporativo
10087,Andrea Gómez,F,32,Quetzaltenango,Salcajá,2023/10/16,Corporativo
10088,María Pérez,F,47,Alta Verapaz,Tactic,06/04/2025,Inactivo
10089,Pedro Díaz,F,48,Quetzaltenango,Coatepeque,13/06/2026,Corporativo
10090,Lucía Santos,M,52,Quetzaltenango,Salcajá,2025/03/08,Corporativo
10091,Ana Morales,F,36,Sacatepéquez,Antigua Guatemala,05-09-2021,Frecuente
10092,Juan Santos,F,39,Alta Verapaz,San Pedro Carchá,09/04/2023,Inactivo
10093,Lucía Gómez,M,70,Guatemala,Mixco,2022-08-17,Inactivo
10094,Miguel Pérez,M,67,Petén,Sayaxché,2022/04/12,Premium
10095,Lucía  Pérez,F,34,Escuintla,Santa Lucía Cotzumalguapa,2021-06-11,Frecuente
10096,Pedro Castillo,M,55,Petén,No Especificado,2025-03-26,Frecuente
10097,José Cruz,M,27,Petén,Sin dato,2022/02/27,Nuevo
10098,Luis Castillo,M,37,Escuintla,Santa Lucía Cotzumalguapa,10-19-2025,Inactivo
10099,Miguel García,M,51,Quetzaltenango,Salcajá,04/08/2023,Nuevo
10100,Ana García,M,42,Escuintla,Escuintla,2022-01-07,Nuevo
10101,Diego Castillo,M,55,Guatemala,Mixco,2025/04/07,Inactivo
10102,Miguel Morales,F,75,Izabal,Morales,2022.07.19,Corporativo
10103,Miguel Méndez,F,45,Alta Verapaz,Cobán,04/03/2023,Frecuente
10104,Luis Hernández,F,44,Izabal,Morales,2024-01-25,Inactivo
10105,Lucía Cruz,M,44,Guatemala,San Miguel Petapa,27/09/2024,Nuevo
10106,Luis Castillo,M,65,Escuintla,Santa Lucía Cotzumalguapa,07/06/2023,Premium
10107,Fernanda Santos,M,50,Quetzaltenango,Coatepeque,2023-09-19,Premium
10108,Fernanda Cruz,M,71,Quetzaltenango,Salcajá,04-08-2024,Corporativo
10109,Miguel Castillo,M,69,Petén,Sayaxché,02-08-2025,Frecuente
10110,Andrea López,F,46,Alta Verapaz,Cobán,2025/05/02,Frecuente
10111,Ana García,M,29,Guatemala,Mixco,2024-09-06,Nuevo
10112,Juan García,F,62,Alta Verapaz,Tactic,15/05/2025,Frecuente
10113,Luis Díaz,M,67,Chimaltenango,Tecpán Guatemala,2024.05.02,Corporativo
10114,Andrea Gómez,F,35,Alta Verapaz,Cobán,07-14-2022,Corporativo
10115,Gabriela García,M,35,Izabal,Livingston,19/02/2025,Frecuente
10116,Gabriela García,F,70,Quetzaltenango,Quetzaltenango,2022.03.30,Premium
10117,Rosa García,F,64,Izabal,puerto barrios,2023.03.09,Corporativo
10118,Pedro Pérez,M,75,Guatemala,San Miguel Petapa,2023/12/29,Inactivo
10119,Gabriela Castillo,F,60,Guatemala,Villa Nueva,2021-03-01,Corporativo
10120,Miguel Morales,M,61,Sacatepéquez,Antigua Guatemala,2026.02.09,Nuevo
10121,Lucía Ramírez,F,71,Guatemala,Santa Catarina Pinula,2023.02.01,Inactivo
10122,Gabriela Méndez,M,27,Quetzaltenango,Salcajá,2021/11/15,Nuevo
10123,Pedro García,F,20,Sacatepéquez,Ciudad Vieja,29/01/2022,Corporativo
10124,Carlos Hernández,M,48,Izabal,Livingston,2026-01-19,Nuevo
10125,Fernanda Pérez,M,52,Alta Verapaz,Cobán,06-24-2024,Frecuente
10126,Luis Santos,F,67,Petén,Flores,2025.07.06,Nuevo
10127,Diego Pérez,F,46,Quetzaltenango,Coatepeque,10-16-2022,Premiu
10128,Andrea Díaz,M,74,Petén,San Benito,03-15-2021,Nuevo
10129,Gabriela Méndez,F,34,Guatemala,Santa Catarina Pinula,12-21-2022,Premium
10130,Lucía Pérez,F,27,Sacatepéquez,Jocotenango,2022.02.13,Nuevo
10131,Fernanda López,F,32,Chimaltenango,Chimaltenango,2025-01-17,Nuevo
10132,Miguel Cruz,M,48,Escuintla,Santa Lucía Cotzumalguapa,2023-05-13,Inactivo
10133,Andrea Morales,M,64,Escuintla,Santa Lucía Cotzumalguapa,2022-05-12,Premium
10134,Fernanda Castillo,M,30,Escuintla,Santa Lucía Cotzumalguapa,2024/06/30,Nuevo
10135,Andrea Santos,F,60,Sacatepéquez,Jocotenango,2022/09/25,INACTIVO
10136,Rosa Castillo,F,37,Quetzaltenango,Salcajá,02-26-2024,Nuevo
10137,José López,M,58,Chimaltenango,Chimaltenango,09/03/2024,Inactivo
10138,Miguel Gómez,F,65,Chimaltenango,El Tejar,2023-12-27,Premium
10139,Pedro Gómez,F,59,Izabal,No Especificado,2025/02/12,Nuevo
10140,Fernanda Cruz,M,65,Quetzaltenango,Quetzaltenango,2023.11.08,Corporativo
10141,Juan Castillo,M,58,Petén,Sayaxché,02-15-2026,Inactivo
10142,Luis Santos,F,61,Chimaltenango,Tecpán Guatemala,08-25-2022,Nuevo
10143,Miguel Méndez,F,63,Alta Verapaz,Cobán,2025/05/18,Premium
10144,Ana Santos,M,45,Sacatepéquez,Jocotenango,2025/04/07,Corporativo
10145,Carlos López,F,31,Alta Verapaz,tactic,01/02/2021,Frecuente
10146,Luis Morales,M,48,Chimaltenango,Chimaltenango,28/01/2024,Frecuente
10147,Miguel Pérez,F,67,Quetzaltenango,Salcajá,2022-10-18,PREMIUM
10148,Sofía Méndez,F,62,Guatemala,Santa Catarina Pinula,07/01/2026,Nuevo
10149,Rosa Gómez,M,18,Chimaltenango,Tecpán Guatemala,2023/10/20,Frecuente
10150,Lucía Pérez,M,24,Petén,Sayaxché,02/06/2021,Frecuente
10151,José Gómez,F,33,Petén,Flores,2021-12-11,Frecuente
10152,Miguel  Castillo,M,63,Guatemala,San Miguel Petapa,2022-03-21,Nuevo
10153,Lucía García,M,42,Guatemala,Villa Nueva,05/02/2021,Frecuente
10154,Luis López,M,56,Petén,San Benito,28/09/2023,Nuevo
10155,Rosa Cruz,M,69,Guatemala,Mixco,06-14-2024,Frecuente
10156,Sofía  Santos,M,56,Escuintla,Palín,2023.03.14,Nuevo
10157,Diego López,M,26,Alta Verapaz,Tactic,2024/10/05,Corporativo
10158,Lucía Morales,F,48,Sacatepéquez,Antigua Guatemala,2024-05-12,Frecuente
10159,Rosa García,F,65,Escuintla,Escuintla,04-26-2021,Premium
10160,José Hernández,M,51,Escuintla,Escuintla,2021.12.20,Frecuente
10161,Diego Pérez,M,43,Sacatepéquez,Ciudad Vieja,2022/04/05,Nuev
10162,Rosa Méndez,F,28,Izabal,Livingston,2021.08.22,Corporativo
10163,Lucía Gómez,F,48,Petén,Flores,02-14-2022,Nuevo
10164,Andrea Hernández,F,59,Quetzaltenang,Coatepeque,2026/03/26,Premium
10165,Pedro Méndez,M,58,Izabal,Livingston,2021/10/18,Corporativo
10166,Juan García,F,18,Alta Verapaz,San Pedro Carchá,2024/01/01,Premium
10167,Ana Cruz,F,30,Escuintla,Escuintla,2025.03.22,Nuevo
10168,José Castillo,F,67,Petén,San Benito,2025-07-14,Nuevo
10169,Diego Ramírez,F,70,Chimaltenango,Chimaltenango,2026/05/30,Nuevo
10170,José Díaz,M,56,Escuintla,Palín,2025.09.02,Nuevo
10171,Fernanda Díaz,M,40,Escuintla,Palín,20/01/2023,Corporativo
10172,Juan Hernández,F,50,Escuintla,Palín,31/31/2025,Premium
10173,Rosa Díaz,F,20,Sacatepéquez,Ciudad Vieja,2023.01.02,Corporativo
10174,Rosa Castillo,F,56,Chimaltenango,El Tejar,2021-10-07,Inactivo
10175,Ana López,M,36,Chimaltenango,Chimaltenango,2024-09-09,Frecuente
10176,Sofía Pérez,F,37,Petén,Sin dato,12-08-2021,Inactivo
10177,Miguel Pérez,F,69,Quetzaltenango,Coatepeque,04-27-2024,Inactivo
10178,José Cruz,M,56,Guatemala,San  Miguel  Petapa,2024-07-19,Inactivo
10179,Miguel Santos,M,51,Quetzaltenango,Quetzaltenango,2023.01.30,Premium
10180,Miguel García,M,32,Guatemala,Santa Catarina Pinula,2025.02.12,Nuevo
10181,Diego Pérez,M,43,Izabal,Morale,2026.01.31,Corporativo
10182,Lucía  Gómez,M,43,Quetzaltenango,Quetzaltenango,2026/01/02,Nuevo
10183,Fernanda Díaz,M,75,Chimaltenango,Chimaltenango,2021.07.21,Corporativ
10184,José López,M,25,Sacatepéquez,Ciudad Vieja,07-10-2025,Premium
10185,Gabriela Méndez,F,48,Sacatepéquez,Antigua Guatemala,2024.12.15,Corporativo
10186,Lucía Díaz,M,59,Sacatepéquez,Antigua Guatemala,2026-01-03,Nuevo
10187,Juan Hernández,F,46,Sacatepéquez,Ciudad Vieja,2024-05-08,Corporativo
10188,Carlos Gómez,F,60,Alta Verapaz,San Pedro Carchá,2025-09-13,Inactivo
10189,Sofía Gómez,F,52,Izabal,Livingston,30/06/2023,Inactivo
10190,Juan Pérez,M,18,Sacatepéquez,Sin dato,2024-07-19,Nuevo
10191,Miguel Hernández,M,56,Quetzaltenango,Coatepeque,06/01/2024,Frecuente
10192,Carlos Hernández,M,45,Chimaltenango,Tecpán Guatemala,21/06/2023,Inactivo
10193,Rosa Santos,M,37,Quetzaltenango,Quetzaltenango,03-18-2024,Inactivo
10194,Ana Santos,F,32,Guatemala,Mixco,17/10/2025,Corporativo
10195,Sofía Gómez,M,71,Alta Verapaz,Tactic,2025-06-18,Nuevo
10196,Andrea Hernández,M,47,Izabal,No Especificado,04-02-2026,Corporativo
10197,María Gómez,M,50,Petén,Sayaxché,2025-01-06,Corporativo
10198,María Méndez,M,21,Guatemala,Mixco,14/01/2025,Nuevo
10199,María Méndez,F,42,Petén,San Benito,2025.09.06,Frecuente
10200,Gabriela Méndez,M,28,Quetzaltenango,Quetzaltenango,06/05/2023,Nuevo
10201,Juan Morales,F,70,Izabal,Livingston,03-21-2021,Inactivo
10202,Ana Santos,F,32,Quetzaltenango,Coatepeque,2025/02/22,Nuevo
10203,Diego Méndez,M,55,Izabal,Morales,2024.06.16,Nuevo
10204,Lucía Díaz,M,39,Escuintla,Escuintla,2022/02/08,nuevo
10205,Gabriela Morales,F,62,Quetzaltenango,Salcajá,08-01-2025,Premium
10206,Andrea Gómez,F,36,Petén,Sayaxché,2025-08-11,Frecuente
10207,Rosa López,M,66,Quetzaltenango,Coatepeque,2024-02-07,Premium
10208,Diego Santos,M,50,Alta Verapaz,Tactic,2024-04-10,Frecuente
10209,Juan Santos,F,72,Quetzaltenango,Coatepeque,2022.11.22,Nuevo
10210,Gabriela Díaz,M,44,Guatemala,Mixco,2025.01.26,Nuevo
10211,Rosa López,F,24,Izabal,Morales,2025.03.14,Frecuente
10212,María Castillo,M,72,Guatemala,San Miguel Petapa,2021-05-10,Frecuent
10213,Lucía García,F,24,Petén,Sayaxché,03-18-2022,Inactivo
10214,Ana Méndez,M,N/A,Alta Verapaz,Tactic,11-10-2024,Corporativo
10215,Miguel Santos,M,69,Alta Verapaz,Cobán,2026/02/21,Premium
10216,Diego Gómez,F,40,Alta Verapaz,Tactic,2021-06-14,Inactivo
10217,Juan López,F,60,Petén,San  Benito,08-03-2022,Frecuente
10218,Gabriela Gómez,F,31,Chimaltenango,Chimaltenango,16/05/2024,Nuevo
10219,Miguel Gómez,M,66,Sacatepéquez,No Especificado,11-24-2023,Frecuente
10220,Sofía Díaz,M,75,Sacatepéquez,Antigua Guatemala,11/09/2023,Inactivo
10221,Sofía Díaz,F,46,Chimaltenango,Tecpán Guatemala,2025-03-06,Corporativo
10222,Fernanda García,F,37,Quetzaltenango,Quetzaltenango,2025-10-15,Frecuente
